Datenbestand;Aktenzeichen/Registernummer;Markendarstellung;Aktenzustand
DE;"3020140618656";Benexio;Marke nicht eingetragen 
DE;"3020140618664";Capience;Marke nicht eingetragen 
DE;"3020140618672";Enotone;Marke nicht eingetragen 
DE;"3020140618680";Iquence;Marke nicht eingetragen 
DE;"3020140618699";Nexecta;Marke nicht eingetragen 
DE;"3020140618702";Sidiant;Marke nicht eingetragen 
DE;"3020140618710";Signance;Marke nicht eingetragen 
DE;"3020140618729";Signient;Marke nicht eingetragen 
DE;"3020140618745";Sisono;Marke nicht eingetragen 
DE;"3020140618753";Sivantos;Marke eingetragen 
DE;"3020140618761";Siventra;Marke nicht eingetragen 
DE;"3020140618788";Siventure;Marke nicht eingetragen 
DE;"3020140618796";Siveon;Marke nicht eingetragen 
DE;"3020140618818";Ucinity;Marke nicht eingetragen 
DE;"3020140618826";Xelloris;Marke nicht eingetragen 
DE;"3020140618834";Zerience;Marke nicht eingetragen 
DE;"3020140618842";Vodafone MailBoxAnsage Pro;Marke eingetragen 
DE;"3020140618850";Vodafone Business Internet Pro;Marke eingetragen 
DE;"3020140618869";Vodafone Business Internet Connect;Marke eingetragen 
DE;"3020140619067";ORLAS;Marke eingetragen 
DE;"3020140619520";test4;Marke eingetragen 
DE;"3020140619733";ITEBO - Systemhaus für öffentliche IT;Marke eingetragen 
DE;"3020140619806";IT4IPM;Marke eingetragen 
DE;"3020140619865";HK MAPS;Marke eingetragen 
DE;"3020140620626";Ntrino;Marke nicht eingetragen 
DE;"3020140620634";Ncell;Marke eingetragen 
DE;"3020140620928";hagebau;Marke eingetragen 
DE;"3020140620936";hagebaumarkt;Marke eingetragen 
DE;"3020140620987";FINE ART FACTORY;Marke nicht eingetragen 
DE;"3020140621398";Wobau-Impulse;Marke nicht eingetragen 
DE;"3020140622041";EQ-Test;Marke nicht eingetragen 
DE;"3020140622068";EQ-Score;Marke nicht eingetragen 
DE;"3020140622076";EQ-Index;Marke nicht eingetragen 
DE;"3020140622084";EQ-Wert;Marke nicht eingetragen 
DE;"3020140622092";EQ-Check;Marke nicht eingetragen 
DE;"3020140622882";My hot new body;Marke nicht eingetragen 
DE;"3020140624745";esatron;Marke eingetragen 
DE;"3020140624958";QadH;Marke nicht eingetragen 
DE;"3020140625059";Ich höre was, was du nicht sagst;Marke eingetragen 
DE;"3020140625504";en:gate;Marke eingetragen 
DE;"3020140625644";LCIS;Marke eingetragen 
DE;"3020140627361";Going Further for Health;Marke eingetragen 
DE;"3020140646358";d'Wuidrosen;Marke eingetragen 
DE;"3020150313270";DAYDENT;Marke nicht eingetragen 
DE;"3020150333980";AIRBRIDGE;Marke eingetragen 
DE;"3020150398071";CHS;Marke eingetragen 
DE;"3020150463647";n*soria;Marke nicht eingetragen 
DE;"3020150472204";SMARTup;Marke eingetragen 
DE;"3020150475483";Z NATION;Marke eingetragen 
DE;"3020150477621";Locandis;Marke eingetragen 
DE;"3020150478156";iklaro;Marke eingetragen 
DE;"3020150482943";YOCAN;Marke nicht eingetragen 
DE;"3020150483079";mzins;Marke eingetragen 
DE;"3020150483087";Nannen Preis;Marke eingetragen 
DE;"3020150483524";Disruptive Loft;Marke eingetragen 
DE;"3020150483737";GOLDFINK;Marke eingetragen 
DE;"3020150484563";Enviro;Marke eingetragen 
DE;"3020150485454";WORCS;Marke nicht eingetragen 
DE;"3020150485462";Red Dot;Marke eingetragen 
DE;"3020150485470";Red Dot Style Channel;Marke eingetragen 
DE;"3020150486671";eClou;Marke eingetragen 
DE;"3020150487163";AIBox;Marke eingetragen 
DE;"3020150487635";Freester;Marke eingetragen 
DE;"3020150488070";Venista;Marke eingetragen 
DE;"3020150488984";iTernity;Marke eingetragen 
DE;"3020150490040";Rivvle.me;Marke eingetragen 
DE;"3020150490075";Rivvle;Marke eingetragen 
DE;"3020150490083";myhero;Marke eingetragen 
DE;"3020150490830";ROADLIFE;Marke nicht eingetragen 
DE;"3020150490849";ROADFIELD;Marke nicht eingetragen 
DE;"3020150490865";SORAPIS;Marke nicht eingetragen 
DE;"3020150490873";WELLAQUA;Marke nicht eingetragen 
DE;"3020150490881";CERS;Marke nicht eingetragen 
DE;"3020150490903";ENERVOLT;Marke nicht eingetragen 
DE;"3020150490938";MARCATO;Marke nicht eingetragen 
DE;"3020150490946";VIATOR;Marke nicht eingetragen 
DE;"3020150491772";servaris;Marke eingetragen 
DE;"3020150492078";Kirstein;Marke eingetragen 
DE;"3020150494208";MAYBURG;Marke eingetragen 
DE;"3020150494704";PURE CABINET;Marke eingetragen 
DE;"3020150494712";KEMPER PURE CABINET;Marke eingetragen 
DE;"3020150494887";mengo;Marke eingetragen 
DE;"3020150495204";Buschmat;Marke eingetragen 
DE;"3020150496375";fun works;Marke nicht eingetragen 
DE;"3020150496405";Agora Strategy;Marke eingetragen 
DE;"3020150496901";MVO;Marke eingetragen 
DE;"3020150496952";aHelp;Marke nicht eingetragen 
DE;"3020150496960";NGW New Globe Walk;Marke eingetragen 
DE;"3020150498246";Supply-Chain Execution System;Marke nicht eingetragen 
DE;"3020150499145";MecSense;Marke eingetragen 
DE;"3020150499323";NOMION;Marke eingetragen 
DE;"3020150499552";tinytree;Marke eingetragen 
DE;"3020150499889";CAR2SHARE;Marke nicht eingetragen 
DE;"3020150500135";anexio;Marke eingetragen 
DE;"3020150500852";GIMS;Marke eingetragen 
DE;"3020150501042";Tina Woman & Style;Marke eingetragen 
DE;"3020150501069";ecoinform;Marke nicht eingetragen 
DE;"3020150501905";IGZ EWM;Marke eingetragen 
DE;"3020150501948";VON ESSEN Bank;Marke eingetragen 
DE;"3020150502146";PROJEKT PIÑATA;Marke eingetragen 
DE;"3020150502448";Planwelt;Marke eingetragen 
DE;"3020150502537";pIONM;Marke eingetragen 
DE;"3020150502731";LocoDeal;Marke eingetragen 
DE;"3020150504157";Beefträger;Marke eingetragen 
DE;"3020150504580";CISAB;Marke eingetragen 
DE;"3020150507016";SEITE1MEDIA;Marke eingetragen 
DE;"3020150507059";omkeo;Marke eingetragen 
DE;"3020150507156";WONDERLANE;Marke eingetragen 
DE;"3020150508225";Space Café;Marke eingetragen 
DE;"3020150508322";BÜRO BLOND;Marke eingetragen 
DE;"3020150508330";SZ Plus;Marke eingetragen 
DE;"3020150510386";meviso;Marke eingetragen 
DE;"3020150511161";DINATIX;Marke eingetragen 
DE;"3020150511188";PXP Festival;Marke nicht eingetragen 
DE;"3020150513695";LOOK'N SMILE;Marke nicht eingetragen 
DE;"3020150513946";LEDVANCE;Marke eingetragen 
DE;"3020150513954";LUXVANCE;Marke nicht eingetragen 
DE;"3020150514519";Envera;Marke eingetragen 
DE;"3020150514780";3G ALARM;Marke nicht eingetragen 
DE;"3020150514926";OURING;Marke eingetragen 
DE;"3020150515140";Ellex;Marke eingetragen, Widerspruchsverfahren läuft 
DE;"3020150515752";CUBE TUBE;Marke eingetragen 
DE;"3020150515760";CubeTube;Marke eingetragen 
DE;"3020150515833";nuked red;Marke eingetragen 
DE;"3020150519308";PSZ;Marke eingetragen 
DE;"3020150523666";FCC;Marke eingetragen 
DE;"3020150525308";TUI BLUE PULSE;Marke eingetragen 
DE;"3020150525316";PULSE;Marke eingetragen 
DE;"3020150525561";FORCE CLICK;Marke eingetragen 
DE;"3020150527416";thyssenkrupp;Marke eingetragen 
DE;"3020150543683";in-trading;Marke eingetragen 
DE;"3020151037846";INDICONTROL;Marke eingetragen 
DE;"3020151049216";Grummeltal;Marke eingetragen 
DE;"3020151049860";XENOGUARD;Marke eingetragen 
DE;"3020151050273";3KM;Marke eingetragen 
DE;"3020151050982";KLEEMANN;Marke eingetragen 
DE;"3020151051466";FASHION CLOUD;Marke nicht eingetragen 
DE;"3020151051571";Digital File;Marke eingetragen 
DE;"3020151051741";brandschutz.partners;Marke nicht eingetragen 
DE;"3020151052160";stefanbuddesiegel;Marke nicht eingetragen 
DE;"3020151052292";Sharelock;Marke eingetragen 
DE;"3020151052322";LEIWAND MARKETING;Marke eingetragen 
DE;"3020151053566";EpiNet;Marke eingetragen 
DE;"3020151054090";OTARA;Marke eingetragen 
DE;"3020151054767";BYOU;Marke eingetragen 
DE;"3020151055399";TINSTERY;Marke eingetragen 
DE;"3020151056425";Drag'n'Drop Business;Marke eingetragen 
DE;"3020151056476";GlassRoom;Marke eingetragen 
DE;"3020151056484";Red Button;Marke nicht eingetragen 
DE;"3020151056778";ShiftYa!;Marke eingetragen 
DE;"3020151057294";ANNA BLUE;Marke eingetragen 
DE;"3020151057316";GetSafe;Marke nicht eingetragen 
DE;"3020151057685";Intelligent Glass Control;Marke nicht eingetragen 
DE;"3020152123223";Patentkom;Marke eingetragen 
DE;"3020152147106";betaVision;Marke eingetragen 
DE;"3020152147742";erik sterck;Marke nicht eingetragen 
DE;"3020152149230";portelo;Marke eingetragen 
DE;"3020152149834";Chaoskarten;Marke nicht eingetragen 
DE;"3020152152665";quantiFlash;Marke eingetragen 
DE;"3020152153130";Get Germanized;Marke eingetragen 
DE;"3020152153998";Affiliatetheme;Marke nicht eingetragen 
DE;"3020152155192";Engineering a better world;Marke nicht eingetragen 
DE;"3020152155737";Telematik Box;Marke nicht eingetragen 
DE;"3020152156547";Mountyn;Marke nicht eingetragen 
DE;"3020152156962";app@work;Marke nicht eingetragen 
DE;"3020152157314";VisionLib;Marke eingetragen 
DE;"3020152157330";portraitbox;Marke nicht eingetragen 
DE;"3020152157888";AutoPublish;Marke nicht eingetragen 
DE;"3020152157977";dkt;Marke eingetragen 
DE;"3020152158329";OpenRSF;Marke nicht eingetragen 
DE;"3020152159430";WeShop;Marke eingetragen 
DE;"3020152159562";IAMONSYS;Marke eingetragen 
DE;"3020152159899";VRSION;Marke eingetragen 
DE;"3020152160021";IfPIT;Marke eingetragen 
DE;"3020152160501";Agile Moves;Marke eingetragen 
DE;"3020152160943";Recht ohne Risiko - Mein Geld ist wieder da;Marke nicht eingetragen 
DE;"3020152161036";RemoteExpert;Marke nicht eingetragen 
DE;"3020152161184";Nidobirds;Marke eingetragen 
DE;"3020152161400";BitFlux;Marke eingetragen 
DE;"3020152161451";iSiPraxis;Marke eingetragen 
DE;"3020152161559";recruilution;Marke eingetragen 
DE;"3020152161788";Marpha;Marke eingetragen 
DE;"3020152162091";Buljan & Partners Consulting;Marke eingetragen 
DE;"3020152162156";beFelix;Marke eingetragen 
DE;"3020152162164";Innenstadt 3.0;Marke nicht eingetragen 
DE;"3020152162288";NormSafe;Marke nicht eingetragen 
DE;"3020152162377";Realtime Feedback;Marke nicht eingetragen 
DE;"3020152162393";AmbiGate;Marke nicht eingetragen 
DE;"3020152162423";AmbiAD;Marke nicht eingetragen 
DE;"3020152162474";e-Reha;Marke nicht eingetragen 
DE;"3020152163608";ViShop;Marke nicht eingetragen 
DE;"3020152163780";EZCHECK;Marke nicht eingetragen 
DE;"3020152164787";CLINSTORM;Marke eingetragen 
DE;"3020152165422";FLINFACTORY;Marke eingetragen 
DE;"3020152168677";Cedura;Marke nicht eingetragen 
DE;"3020152170019";Jugend Programmiert;Marke nicht eingetragen 
DE;"3020152170310";Intelligent Current Distribution Systems (ICDS);Marke nicht eingetragen 
DE;"3020152171376";COJOGO;Marke eingetragen 
DE;"3020152171392";pro§audiatur;Marke nicht eingetragen 
DE;"3020152171473";KRYPTONIT;Marke gelöscht 
DE;"3020152173034";New-Life-up;Marke nicht eingetragen 
DE;"3020152173220";cetis;Marke gelöscht 
DE;"3020152173573";ONKOLOGIE On Demand;Marke nicht eingetragen 
DE;"3020152173778";DKK On Demand;Marke nicht eingetragen 
DE;"3020152173794";Krebskongress On Demand;Marke nicht eingetragen 
DE;"3020152173972";New-Life-up;Marke nicht eingetragen 
DE;"3020152174022";Cerebro Sync;Marke eingetragen 
DE;"3020152174057";JUEWA-Tech.;Marke eingetragen 
DE;"3020152174553";DGP on demand;Marke eingetragen 
DE;"3020152174596";DOG on Demand;Marke eingetragen 
DE;"3020152174901";detronic;Marke eingetragen 
DE;"3020152175479";ascotool reports;Marke eingetragen 
DE;"3020152176505";James24;Marke eingetragen 
DE;"3020152176785";Weinpilot;Marke nicht eingetragen 
DE;"3020152177307";Beastbits;Marke eingetragen 
DE;"3020152178141";spreelink;Marke nicht eingetragen 
DE;"3020152178400";LIVESPACES;Marke nicht eingetragen 
DE;"3020152178753";Mevedia;Marke eingetragen 
DE;"3020152180812";wescale;Marke eingetragen 
DE;"3020152182084";SMART-iDossier;Marke eingetragen 
DE;"3020152183072";netzorange;Marke nicht eingetragen 
DE;"3020152185261";Part-Time Scientists;Marke nicht eingetragen 
DE;"3020152185555";almacloud;Marke eingetragen 
DE;"3020152186195";ArbNex;Marke eingetragen 
DE;"3020152187248";ConnectiTV;Marke nicht eingetragen 
DE;"3020152190206";viazenetti;Marke eingetragen 
DE;"3020152191911";Innobot;Marke nicht eingetragen 
DE;"3020180024811";traidoo;Marke eingetragen 
DE;"3020180029902";E PWR;Marke eingetragen 
DE;"3020180033721";7Insights;Marke eingetragen 
DE;"3020180033772";Bauernschule Hohenlohe;Marke nicht eingetragen 
DE;"3020180034647";Regiometering;Marke eingetragen 
DE;"3020180035147";Gestört aber Geil;Marke eingetragen 
DE;"3020180035481";Danke Kumpel!;Marke nicht eingetragen 
DE;"3020180039193";Be my Dinner;Marke eingetragen 
DE;"3020180040035";NFB - Nachfolgerbörse;Marke nicht eingetragen 
DE;"3020180041066";PIXTUNES;Marke eingetragen 
DE;"3020180041201";ÜBERDRUCK;Marke eingetragen 
DE;"3020180054737";Advanced Energy Solutions Corporation;Marke nicht eingetragen 
DE;"3020180286697";Woodbloc;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020180296277";tokera;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020180298385";KidsKon;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020181014909";DyConcept;Marke eingetragen 
DE;"3020181019420";your place to connect with tomorrow;Marke eingetragen 
DE;"3020181020895";tec5;Marke eingetragen 
DE;"3020181020968";lichtfeld;Marke eingetragen 
DE;"3020181020992";Phyphox;Marke eingetragen 
DE;"3020181028314";OFU;Marke eingetragen 
DE;"3020181140327";intefino;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020182042124";Markenpower;Marke nicht eingetragen 
DE;"3020182042310";KIERSTEIN;Marke nicht eingetragen 
DE;"3020182042728";kommunaldigital;Marke nicht eingetragen 
DE;"3020182042779";Electronic Bytes & Dragons;Marke nicht eingetragen 
DE;"3020182042884";Data4City;Marke eingetragen 
DE;"3020182042892";D4C;Marke eingetragen 
DE;"3020182044925";Native;Marke nicht eingetragen 
DE;"3020182048408";Stell Dir eine Welt vor, in der alle Produkte wie erwartet funktionieren;Marke nicht eingetragen 
DE;"3020182050305";Persinform;Marke eingetragen 
DE;"3020182050313";Bearing X;Marke nicht eingetragen 
DE;"3020182050771";FRP.OPTI;Marke eingetragen 
DE;"3020182051166";NEURAL-BOX;Marke eingetragen 
DE;"3020182051638";Intimissy;Marke eingetragen, Widerspruchsverfahren läuft 
DE;"3020182051662";ePuna;Marke eingetragen 
DE;"3020182051719";FRP.kompakt;Marke eingetragen 
DE;"3020182052502";neolexon;Marke eingetragen 
DE;"3020182052529";evan;Marke eingetragen 
DE;"3020182052685";vArcade;Marke nicht eingetragen 
DE;"3020182052707";GeoSwitch;Marke eingetragen 
DE;"3020182060262";BLOOD-LYNE;Marke nicht eingetragen 
DE;"3020182060327";i-tect;Marke eingetragen 
DE;"3020182080395";Shopping Sheep;Marke eingetragen 
DE;"3020182081804";easyAKZ;Marke eingetragen 
DE;"3020182366051";rmp up;Marke nicht eingetragen 
DE;"3020182366221";Flixorder;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020182374836";Ehrenamtastisch;Marke nicht eingetragen 
DE;"3020182374860";Justaddsugar;Marke nicht eingetragen 
DE;"3020182379463";Partikel A.R.T. - Advanced Recognition Technology;Marke nicht eingetragen 
DE;"3020190067653";SOLUTIO;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190072673";GS1 Ecotraxx;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190079333";EUROARRAY HPV;Marke nicht eingetragen 
DE;"3020190079430";AdVision;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190079481";movever;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190079589";Piaf;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190082520";RALO;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190082601";EyewearFinder;Marke nicht eingetragen 
DE;"3020190082628";FrameFinder;Marke nicht eingetragen 
DE;"3020190082636";Fielmann Fit;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190082784";SAMECON;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190086607";MAaaS;Marke nicht eingetragen 
DE;"3020190086798";Tenzir;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190087646";JDC GELD.de moneymaker;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190087999";Business Breezer;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190088065";CAVE;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190088324";Heatfolio;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190088529";Manß & Partner;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190088936";M-Zukunft;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190089347";yuuvis;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190089622";Amami;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190090574";hrmony;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190090582";Perc;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190092704";TI as a Service;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190094219";ChordEar;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190094227";PianoSquid;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190094332";Aeos;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190094979";QUANTYOO;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190095908";NEIOVATION;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190096009";Sonatis;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190098168";HAUFE POWERHAUS;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190098907";teemer;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190099458";BE ME;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190102637";LOVE HOTEL BAND;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190102645";YUNG HURN;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190103056";Citysens;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190105466";Gekko;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190105563";Kalle Klang & Die Flohtöne;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190106691";Layher SIM;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190106837";TruBudget;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020190108651";teemer;Marke nicht eingetragen 
DE;"3020191027523";2ndLock;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191042581";QOMUNIFY;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191042611";KEMPER Kone;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191042638";KEMPER Kabinet;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191044509";B ON FOOT;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191044517";b-on-foot;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047397";futurepal;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047435";Cuttlefish;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047575";TOKENNECT;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047664";quiub;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047737";INVENTIVE MONKEYS;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191047885";X-CAP;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191048113";LACON;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191048210";HallinMotion;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191048253";wowing;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191048296";Agilibo;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191048318";V-SCREENING;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191049349";minnid;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191049500";BRIGITTE MOM;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191049942";MIDIS;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191050185";THE M2;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191050207";THE M3;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191050215";THE M5;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191050258";THE M6;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191050266";THE M8;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191051114";HeartX;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191051424";AXTO;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191052609";266;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191052625";Matzox;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191052722";Vodafone Multilayer Architektur;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191052730";Vodafone Multilayer Power;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191053168";upshift Media;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191053214";VIVASECUR;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191053516";pramux;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191055438";Vodafone Red Business Prime;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191055489";CEEMESH;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191055497";CEEJOIN;Marke eingetragen, Widerspruchsfrist läuft 
DE;"3020191055500";CEEQUINO;Marke eingetragen, Widerspruchsfrist läuft 
